id,title,date_start,date_end,rights_status,rights_note,attribution,research_status,curated,contact
img_8dec862cc0cae6ba,"Navy Men Erecting Flagpole, U.S. Naval Convalescent Hospital, Cherry Valley",1940,1949,Unclear,"Calisphere/Banning Library District rights statement (quoted): ""Copyright status unknown. Some materials in these collections may be protected by the U.S. Copyright Law (Title 17, U.S.C.)..."" No rights holder is named. Next action: request reproduction permission from the Banning Library District, standard practice for these collections. Note: if provenance showed this to be an official U.S. Navy photograph, rule 3 would make it public domain (17 U.S.C. § 105), but Calisphere lists the creator as Unknown, so status stays Unclear.","Banning Library District Local History Collection, via Calisphere (CBAN_119)",Researched,False,"Banning Library District, 21 W. Nicolet St, Banning CA 92220 · (951) 849-3192 · banninglibrarydistrict.org"
img_cc7036a752144a64,"Railroad workers at the Southern Pacific depot, Beaumont, 1940s",1940,1949,Permission required,"Unpublished private snapshot, photographer unknown, created in the 1940s (rule 8: post-1906 unpublished material from a family/donor collection) — permission of the donor family via the Beaumont Library District; the donor is not yet identified in the collection records.",Unknown,Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_484acf24f5126598,"The Desert Outpost Motel and Cafe, Beaumont",1940,1949,Unclear,"Calisphere/Banning Library District rights statement (quoted): ""Copyright status unknown. Some materials in these collections may be protected by the U.S. Copyright Law (Title 17, U.S.C.)..."" No rights holder is named. Next action: request reproduction permission from the Banning Library District, standard practice for these collections.","Banning Library District Local History Collection, via Calisphere (CBAN_110)",Researched,False,"Banning Library District, 21 W. Nicolet St, Banning CA 92220 · (951) 849-3192 · banninglibrarydistrict.org"
img_433403e951bbabcd,"Three Beaumont railroad men identified as train depot workers, with a 1938 Chevrolet — c. 1940s",1940,1949,Permission required,"Unpublished 1940s snapshot; photographer and original owner unrecorded (rule 8, created after 1906): reproduction permission via Beaumont Library District, which holds the scan series. Next action: BLD to check donor/accession records for the 'Mexican and other railroad workers' folder.",Beaumont Library District local history scans (original owner unrecorded),Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_47cf3e6c1c4e364b,Wellwood Elementary School (1921 building) — newspaper halftone,1940,1975,Unclear,"Unclear — unidentified newspaper halftone, almost certainly published after 1930 (mature landscaping at a 1921 building), so the unknown publisher would hold any subsisting copyright (rule 10; rule 5 needs a named paper). Next action: locate the source issue in CDNC's Record-Gazette run to name the publisher and date.",Unidentified newspaper,Researched,False,"Record-Gazette, Banning CA · recordgazette.net"
img_99f7111cab26b389,"Beaumont High School (now Beaumont Civic Center), from the 1942 BHS yearbook",1942,1942,Unclear,"Published in the 1942 Beaumont High School yearbook. A 1931–1963 U.S. publication is public domain only if its copyright was not renewed; school-yearbook renewals are practically unknown but unverified here. Next action: check the Stanford Copyright Renewal Database / Catalog of Copyright Entries for a renewal — failing one, treat as public domain. Courtesy credit: Beaumont Library District collection.",1942 Beaumont High School yearbook (Beaumont Library District collection),Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_634101dcee127994,"Railroad workers on a Railway Express wagon, Southern Pacific depot, Beaumont",1942,1952,Permission required,"Private snapshot, photographer unidentified, created in the 1940s and apparently unpublished — still within copyright (rights rule 6, family snapshots 1931+; unpublished anonymous works run 120 years from creation). Next action: contact Beaumont Library District / the donor family for permission.",Unknown (private snapshot),Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_21f5dda0d6f26b4a,"Sam's Cafe on 6th Street, northeast corner of 6th and Edgar Streets",1942,1946,Unclear,"Calisphere/BLD rights statement begins: 'Copyright status unknown. Some materials in these collections may be protected by the U.S. Copyright Law (Title 17, U.S.C.)...' — rule 1 boilerplate, so status is Unclear. Next action: request reproduction permission from the Beaumont Library District, standard practice for this collection. A c. 1944 unpublished photograph, so the pre-1931 published-material public-domain override (rule 2) does not apply.","Beaumont Library District Local History Collection, via Calisphere (CBEA_118)",Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_3b097e0808432587,"Women's railroad track crew (""Female R.R. Crew""), Beaumont",1942,1945,Permission required,"Rule 8 (unpublished family-collection photo, photographer unknown, created after 1906): a WWII-era snapshot from a Beaumont railroad family, held in the BLD working folder 'Mexican and other railroad workers'. Next action: Beaumont Library District to identify the donor family of this folder and obtain their permission for reproduction.",Unknown,Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_ca02842503e130c9,"Luis and Emeteria Estrada Family Portrait, Beaumont",1944,1947,Permission required,"Permission required — unpublished family portrait, photographer unknown (possibly a professional; the improvised backdrop suggests a hired sitting), created after 1906 (family-collection rule 8). Contact the Estrada family through the Beaumont Library District, and confirm custody with the Leslie A. Rios III collection named in the filename, before reproduction.",Estrada family collection / Leslie A. Rios III collection (via Beaumont Library District),Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org | Estrada family (collection donors) — via Beaumont Library District"
img_8ecf8879b0fffd2d,Deodar cedars lining Beaumont Avenue (real photo postcard),1945,1958,Unclear,"Published mid-century (c. 1945-1958), so the pre-1931 public-domain rule does not apply; photographer and publisher are unidentified and the card back (copyright notice or its absence) has not been seen. Works published 1928-1963 without notice or without renewal are public domain — likely for a commercial postcard of this type, but not yet demonstrable. Next action: identify the publisher from a back scan (relocate the eBay listing; check the Frasher Foto collection at Pomona Public Library) and run a notice/renewal check.",Unknown (scan from an eBay listing; publisher unidentified),Researched,False,Pomona Public Library Special Collections (Frasher Foto archive) · pomonalibrary.org
img_92af244203629094,El Rancho Motel and Guest Ranch on the Beaumont highway strip — Frasher Fotos postcard F-6330,1945,1946,Copyrighted,"Frasher Fotos (Burton Frasher Sr., Pomona) real photo postcard published c. 1946 — after 1930, so not yet public domain by term. Rights rule 6 names Frasher Foto: Copyrighted; the Frasher Foto collection is held by Pomona Public Library — contact them for licensing and ask whether negative F-6330 survives. Non-renewal of Frasher card copyrights is common but unverified here. Courtesy credit: Leslie A. Rios III Postcard Collection (scan source).","Frasher Fotos (Burton Frasher Sr., Pomona); Leslie A. Rios III Postcard Collection",Researched,False,Pomona Public Library Special Collections (Frasher Foto archive) · pomonalibrary.org
img_0ab722136d7bd1be,"Estrada Family Dinner Inside Their Section House, Beaumont",1945,1955,Permission required,"Permission required — unpublished Estrada family snapshot, photographer unknown (likely a family member), created after 1906 (family-collection rule 8). Contact the Estrada family (donor) through the Beaumont Library District before reproduction.",Estrada family collection (via Beaumont Library District),Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org | Estrada family (collection donors) — via Beaumont Library District"
img_5a70b41831a92160,"Sixth Street (then U.S. Highway 99), from the 1946 Beaumont High School annual",1945,1946,Unclear,"Page from a school annual published in 1946 by Beaumont Union High School. Rule 6 (named private collection 'still in copyright') was not applied because copyright subsistence is exactly what is undetermined: a 1946 U.S. publication remains copyrighted only if published with notice and renewed in year 28 (~1974), and school annuals were very rarely renewed. No renewal was located, but the Stanford renewal database blocked automated queries and the volume's notice page has not been inspected, so per rule 10 this stays Unclear rather than asserted public domain. If copyright subsists it belongs to the successor of the Beaumont Union High School District (Beaumont Unified School District), not the collection owner; the page snapshot itself adds no new copyright (faithful reproduction of a 2-D work, Bridgeman v. Corel). Courtesy credit: Leslie A. Rios III collection. Next action: check the donated volume for a copyright notice and search Stanford Copyright Renewal Database — if absent, reclassify Public domain.",Leslie A. Rios III collection,Researched,False,
img_228a900cb9c1637b,Sixth Street (U.S. 60-99) with Greyhound bus and Beaumont Theatre — Frasher Fotos postcard F6331,1945,1946,Copyrighted,"Frasher Fotos (Burton Frasher Sr., Pomona) real photo postcard published c. 1946 — after 1930, so the 95-year public-domain rule does not apply. Rights rule 6 explicitly names Frasher Foto: Copyrighted; the Frasher Foto collection is held by Pomona Public Library — contact them for reproduction licensing and ask whether negative F6331 survives. Note: many Frasher card copyrights were never renewed (which would make them public domain), but non-renewal has not been verified for this card. Courtesy credit: Leslie A. Rios III Postcard Collection (scan source).","Frasher Fotos (Burton Frasher Sr., Pomona); Leslie A. Rios III Postcard Collection",Researched,False,Pomona Public Library Special Collections (Frasher Foto archive) · pomonalibrary.org
img_d5db437b82ea712d,"Sixth Street, Beaumont — real-photo postcard, c. 1950s (from eBay listing)",1945,1960,Unclear,"C. 1950s real-photo postcard, publisher unidentified; the digital file is a low-resolution capture from an eBay listing. Next action: have BLD identify the publisher from the card's back (via the eBay seller, or by acquiring the physical card); U.S. postcards published before 1964 without copyright renewal are typically public domain, but confirm before print use.",Postcard publisher unidentified (via eBay listing),Provenance verified,False,
img_2d0928cd5901f761,"The Fireside Inn restaurant, 785 E. Sixth Street (U.S. 99), Beaumont — color postcard",1945,1955,Permission required,"Commercial postcard published c. 1945-1955 — post-1930, so the 95-year rule does not apply. Publisher/photographer unidentified; collection owner known (rule 6): Permission required — contact Leslie A. Rios III (postcard collection) via Beaumont Library District. Note: most 1950s postcards lacked notice or renewal and are likely PD in fact, but that must be verified against the card's verso and Copyright Office renewal records before treating it as free.",Leslie A. Rios III postcard collection,Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_3a78cd9990a52f8f,"Sunset Plaza Hotel, 6th Street and California Avenue",1946,1950,Unclear,"Calisphere/BLD rights statement: 'Copyright status unknown. Some materials in these collections may be protected by the U.S. Copyright Law (Title 17, U.S.C.)' plus possible gift/donor/privacy restrictions. Next action: request reproduction permission from the contributing institution (Beaumont Library District), which is standard practice for these collections.","Beaumont Library District Local History Collection, via Calisphere (CBEA_130)",Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_19d3efd814020eed,"5th Street at Grace Street, looking west",1947,1952,Unclear,"Calisphere/BLD rights statement (quoted): ""Copyright status unknown. Some materials in these collections may be protected by the U.S. Copyright Law (Title 17, U.S.C.)..."" No rights holder is named. Next action: request reproduction permission from the Beaumont Library District, standard practice for these collections. Rule 2 does not apply: although this is a published postcard, it dates to c. 1949-50, after the pre-1931 publication cutoff.","Beaumont Library District Local History Collection, via Calisphere (CBEA_102)",Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_37aa1bf5e6a5fe7d,Girl Scout Troop in the 1947 Cherry Festival Parade,1947,1947,Unclear,"Calisphere/BLD rights statement: ""Copyright status unknown. Some materials in these collections may be protected by the U.S. Copyright Law (Title 17, U.S.C.)."" Next action: request reproduction permission from the Beaumont Library District, standard practice for this collection.","Beaumont Library District Local History Collection, via Calisphere (CBEA_084)",Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_c228028c8fdfc647,"Beaumont Union High School band with school banner, from the 1949 annual",1948,1949,Unclear,"Page from a school annual published in 1949 by Beaumont Union High School. Rule 6 (named private collection 'still in copyright') was not applied because copyright subsistence is undetermined: a 1949 U.S. publication remains copyrighted only if published with notice and renewed in year 28 (~1977), and school annuals were very rarely renewed. No renewal was located, but the Stanford renewal database blocked automated queries and the volume's notice page has not been inspected, so per rule 10 this stays Unclear rather than asserted public domain. If copyright subsists it belongs to the Beaumont Union High School District's successor (Beaumont Unified School District), not the collection owner; the page snapshot adds no new copyright (Bridgeman v. Corel). Courtesy credit: Leslie A. Rios III collection. Next action: check the donated volume for a copyright notice and search Stanford Copyright Renewal Database — if absent, reclassify Public domain.",Leslie A. Rios III collection,Researched,False,
img_fe6493dfb389b7f5,Francis Marion Dowling Jr. and Estella Dowling on a porch,1948,1958,Permission required,"Unpublished family snapshot taken after 1931, photographer unidentified (rule 6/8): permission required from the Dowling family — John Dowling is the natural contact — via Beaumont Library District.","Dowling family collection, Beaumont Library District",Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_366a85910d2e675f,"Nancy's Motel Postcard, 1360 E. Sixth St. (eBay Listing Photo)",1948,1960,Unclear,"Two layers: the underlying c. 1950s postcard (publisher unidentified — a pre-1964 U.S. postcard whose copyright was not renewed would now be public domain, but this cannot be confirmed without seeing the card's back) and the 2024 eBay seller's listing photograph. Next action: have Beaumont Library District contact the eBay seller (or acquire the card) to identify the publisher from the reverse and confirm copyright status; do not print from the listing photo without resolving both layers.",Postcard publisher unidentified; image from an eBay listing (September 2024),Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_ada3474936428467,"Beaumont High School majorettes — Staton, Clark, Rundall, Dale, Silver, Bond, Isgro — from the 1950 annual",1949,1950,Unclear,"Page from a school annual published in 1950 by Beaumont Union High School. Rule 6 (named private collection 'still in copyright') was not applied because copyright subsistence is undetermined: a 1950 U.S. publication remains copyrighted only if published with notice and renewed in year 28 (~1978), and school annuals were very rarely renewed. No renewal was located, but the Stanford renewal database blocked automated queries and the volume's notice page has not been inspected, so per rule 10 this stays Unclear rather than asserted public domain. If copyright subsists it belongs to the Beaumont Union High School District's successor (Beaumont Unified School District), not the collection owner; the page snapshot adds no new copyright (Bridgeman v. Corel). Courtesy credit: Leslie A. Rios III collection. Next action: check the donated volume for a copyright notice and search Stanford Copyright Renewal Database — if absent, reclassify Public domain.",Leslie A. Rios III collection,Researched,False,
img_7d31166d85dd49bd,Beaumont High School typing class — 'Their Aim: Speed and Accuracy' — from the 1950 annual,1949,1950,Unclear,"Page from a school annual published in 1950 by Beaumont Union High School. Rule 6 (named private collection 'still in copyright') was not applied because copyright subsistence is undetermined: a 1950 U.S. publication remains copyrighted only if published with notice and renewed in year 28 (~1978), and school annuals were very rarely renewed. No renewal was located, but the Stanford renewal database blocked automated queries and the volume's notice page has not been inspected, so per rule 10 this stays Unclear rather than asserted public domain. If copyright subsists it belongs to the Beaumont Union High School District's successor (Beaumont Unified School District), not the collection owner; the page snapshot adds no new copyright (Bridgeman v. Corel). Courtesy credit: Leslie A. Rios III collection. Next action: check the donated volume for a copyright notice and search Stanford Copyright Renewal Database — if absent, reclassify Public domain.",Leslie A. Rios III collection,Researched,False,
img_da155fda02d882ee,"Guy Bogart (second from right) distributing bags of apples, Beaumont",1950,1957,Unclear,Rule 10 (pending rule 5): printed halftone from an unidentified post-1930 publication. Next action: locate the original clipping to identify the publisher; a named 1931+ newspaper would make it Copyrighted (publisher) per rule 5.,Unknown (halftone from an unidentified printed source),Researched,False,
img_a85c852bf4ca3f39,"Guy Bogart with cat at his desk, 545 Euclid Ave., Beaumont, c. 1955",1950,1957,Permission required,"Permission required — halftone from an unidentified 1950s publication, so rule 5 (named newspaper) cannot be applied; the print is held in the BLD working collection (rule 7), and SGPHS holds a closely related original whose Calisphere statement reads 'Copyrighted ... San Gorgonio Pass Historical Society — Consult owning institution for copyright holder contact information.' Next action: identify the publication; contact SGPHS/BLD.",Unidentified (halftone from an unidentified publication); related original held by SGPHS,Researched,False,"San Gorgonio Pass Historical Society (SGPHS), Banning CA · sgphs.org"
img_b3dcb09d831e2058,Laura May Stewart with rifle and saddle in her ranch collection room,1950,1974,Unclear,"Rule 10: the halftone screen proves prior publication, but the publication is unidentified — if it was a named newspaper (e.g. Record-Gazette) from 1931 or later, Rule 5 would make it the publisher's copyright; the photographer is unknown. Next action: find the source article in Record-Gazette archives / BLD clipping files; the Laura May Stewart Trust (now the Laura May Stewart Foundation) is the likely rights contact for Stewart-family material, being the named holder on BLD's Calisphere Stewart photographs.",Unknown,Researched,False,"Laura May Stewart Trust (contact via the Calisphere record's noted trustee, Marilyn Vonderheide, through Beaumont Library District) | Record-Gazette, Banning CA · recordgazette.net"
img_676c1d159bb01165,"City of Beaumont street map showing the Egan-era diagonal streets, c. 1950s",1951,1963,Unclear,"Mid-20th-century printed map (c. 1950s); the publication it appeared in is unidentified, so neither the pre-1931 public-domain rule nor a named publisher applies. Next action: identify the source publication via Beaumont Library District vertical files or the Record-Gazette (Banning); if it ran in a newspaper after 1930, treat as Copyrighted by that publisher and contact the Record-Gazette for reproduction rights.",Printed credit: 'Map furnished courtesy Don Stock—Realtor'; source publication unidentified,Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org | Record-Gazette, Banning CA · recordgazette.net"
img_e91452d502f8cc96,"Sixth Street looking along U.S. 60-99, Beaumont — Bob's Cafe, Kelt's Sporting Goods, George's 5 & 10 (real photo postcard no. 111)",1951,1955,Unclear,"Commercial real photo postcard published c. early 1950s (post-1930, so not public domain by term) by an unidentified publisher — the scanned face carries only the series/negative number 111. Rule 10: Unclear. Next action: scan the card's verso (the stamp box and imprint normally identify the publisher, e.g., Frasher or Max Mahan), then re-apply rule 6 (named photographer → Copyrighted) or assess notice/renewal for possible public domain status.",Unknown,Researched,False,
img_dc9b98dd0bb1264f,"Dowling Fruit Orchard stand on Highway 60, c. 1950s-1960s",1952,1970,Permission required,"Unpublished mid-century photograph, photographer unknown, created after 1930 — not public domain (RIGHTS-RULES rule 8). Copyright presumptively with the photographer/Dowling family. Next action: contact the Dowling family via Beaumont Library District, and SGPHS (whose July 2020 Facebook post credits 'Flickr and the Downey Conservancy' for a vintage view) to locate the original print and rights holder.",Unknown (low-res web copy; SGPHS circulated a vintage view credited 'Flickr and the Downey Conservancy'),Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_7a0159037504313e,"Beaumont Fire Department quarters at old City Hall, 500 Grace Avenue, with three fire trucks",1955,1969,Unclear,"Photographer unidentified; the screened appearance suggests reproduction from an unidentified printed publication. Next action: trace it in Record-Gazette microfilm (c. 1955-1969) and ask Beaumont Library District for provenance — if it is a Record-Gazette photo, rights belong to the paper (rule 5).",Unknown,Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org | Record-Gazette, Banning CA · recordgazette.net"
img_ecbadf0d854de4dc,Beaumont Volunteer Fire Department group portrait with fire engine,1955,1965,Permission required,"Permission required — Beaumont Library District holds the print (rule 7: institutional physical collection, no copyright claim; unpublished 1950s-60s photograph, photographer unknown). Next action: request reproduction permission from BLD.",Beaumont Library District collection; photographer unknown,Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_67656824cbb42ffc,Deodar cedars along Beaumont Avenue (color chrome postcard),1955,1970,Unclear,"Published c. 1955-1970, well after 1930, so no public-domain presumption from age; publisher and photographer unidentified and the card back unseen. Cards published 1955-1963 without notice/renewal would be public domain, and 1964-1977 cards without notice likewise, but neither can be demonstrated yet. Next action: identify the publisher and any copyright notice from a back scan (relocate the eBay listing or another copy of the card), then check the Stanford copyright renewal database.",Unknown (scan from an eBay listing; publisher unidentified),Researched,False,
img_57a9c9df6e55e692,Francis Dowling Sr. and Francis Dowling Jr. with Farm Bureau Member sign,1955,1972,Permission required,"Unpublished family photograph taken after 1931, photographer unidentified (rule 6/8): permission required from the Dowling family (John Dowling) or the donor, via Beaumont Library District.","Dowling family collection, Beaumont Library District",Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_b0d82053666b74fe,"Guy Bogart at his home-office desk, 545 Euclid Ave., Beaumont, 1955",1955,1955,Permission required,"Permission required — unpublished 1955 photograph, photographer unidentified (RIGHTS-RULES rule 6); the same-sitting Calisphere frame carries a 'Copyrighted — consult owning institution' statement naming the San Gorgonio Pass Historical Society. Next action: request permission via SGPHS / Beaumont Library District.",Unknown photographer (SGPHS / Beaumont Library District collection),Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org | San Gorgonio Pass Historical Society (SGPHS), Banning CA · sgphs.org"
img_37e600853baf16af,Pass City Grocery on Fifth Street beside the Bank of Beaumont building,1955,1962,Permission required,"Permission required — 1950s snapshot, photographer unknown; the scan came from a 2020 Facebook post by Rena Lillich Williams, the known holder of the image (rule 6). Next action: contact Rena Lillich Williams (via the Beaumont history Facebook group / BLD network) for permission and provenance.","Courtesy Rena Lillich Williams (Facebook post, March 7, 2020); photographer unknown",Researched,False,
img_a83e9024f8e65c3f,Sixth Street with roller rink sign and Leonard Real Estate — chrome postcard attributed to Max Mahan,1955,1960,Unclear,"Chrome postcard of c. 1955-1960, probably published by Max Mahan (per matching eBay listings), but the imprint is on the unscanned verso, so the publisher is not confirmed from the object itself. Rule 10: Unclear pending confirmation. Next action: scan the verso of the Rios copy; if the Mahan imprint is confirmed, rule 6 applies (Copyrighted — named publisher; trace Mahan's successors), unless the card proves to have been published without notice or renewal, which would place it in the public domain.",Leslie A. Rios III Postcard Collection; publisher probably Max Mahan,Researched,False,
img_add874f3a7967842,"Congregation leaving Sacred Heart Church, Beaumont barrio, c. 1956-1962",1956,1962,Permission required,"Post-1931 photograph from the named private collection of Leslie A. Rios III; photographer unidentified (RIGHTS-RULES rule 6 — collection owner known, photographer not). Contact Leslie A. Rios III for reproduction permission and any photographer information.",Leslie A. Rios III Collection,Researched,False,
img_22f62627c5d79f7e,"Sacred Heart Church (built 1956), Beaumont barrio — printed halftone reproduction",1956,1964,Unclear,"Halftone scan from an unidentified printed publication; underlying photograph c. 1956-1964, photographer unknown (RIGHTS-RULES rule 10; rule 5 would apply if a 1931+ newspaper is identified). Next action: identify the source publication — check Record-Gazette microfilm and clipping files at Beaumont Library and SGPHS newsletters — then contact that publisher for reproduction rights.",Unknown,Researched,False,"Record-Gazette, Banning CA · recordgazette.net"
img_9a697957b7ea88b0,"First Christian Church, 701 Egan Avenue, Beaumont, as Services Let Out, c. 1957-1961",1957,1961,Permission required,"Photograph of c. 1957-1961, photographer unidentified, held in the Beaumont Library District physical collection (Rule 7); as an anonymous unpublished work it remains in copyright. Next action: ask BLD whether a photographer/studio is recorded on the print (then Rule 6 applies) and request reproduction permission from BLD.",Photographer unknown (Beaumont Library District collection),Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_f3ff85c652f90c21,Ramona and Frank Torres behind a café counter,1958,1970,Permission required,"Unpublished family snapshot (post-1931), photographer unidentified; copyright presumptively with the Torres/Vargas family (Rules 6/8). Next action: contact the Vargas family via SGPHS or Beaumont Library District for reproduction permission.",Torres/Vargas family (Ramona's Restaurant),Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_ba7b9a02b3a0292c,Ramona and Frank Torres dancing at home,1958,1970,Permission required,"Unpublished family snapshot (post-1931), photographer unidentified; copyright presumptively with the Torres/Vargas family (Rules 6/8). Next action: contact the Vargas family via SGPHS or Beaumont Library District for permission and a clean scan of the print.",Torres/Vargas family (Ramona's Restaurant),Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_4b219d837a3d6f6a,"Fire Chief Clarence 'Pappy' Lewis and fireman Ray Samson, Beaumont Fire Department",1960,1965,Unclear,"Photographer and printed source unidentified; the halftone screen suggests reproduction from a publication (rule 10). Next action: BLD/SGPHS to identify the source; if it is a Record-Gazette print (1931+), rule 5 applies — Copyrighted, contact the Record-Gazette, Banning, CA.",Unknown,Researched,False,"Record-Gazette, Banning CA · recordgazette.net"
img_6feb4c505e0a58be,"Joe's Cafe advertising matchbook, 1232 E. Sixth Street, Beaumont (front cover)",1960,1978,Unclear,"Modern unattributed snapshot of a matchbook found in the client folder — rule 9: Unclear; next action: BLD to confirm whether the photo is staff/volunteer work (then BLD-owned) and whose collection the matchbook is in. Practical note: the matchbook artwork itself is plain text (business name, address, phone number) with no copyrightable authorship — short phrases and typography are unprotectable — so the underlying object poses no real copyright obstacle to reproduction.",Unknown,Researched,False,
img_7dad1702b8b44459,"Stewart Sunny Slope Cemetery Entrance Gate Dedication, Memorial Day 1962",1962,1962,Permission required,"Unpublished 1962 photograph, photographer unidentified, held in a society/family album (Rules 7-8). Next action: contact SGPHS and the Stewart family — the Laura May Stewart Trust (Marilyn Vonderheide, Beaumont) is the named rights holder on parallel Stewart material at Calisphere — via Beaumont Library District; if it proves to be a Record-Gazette press photo, rights sit with the Record-Gazette (Banning).",Photographer unknown; print in a Stewart family / San Gorgonio Pass Historical Society album,Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org | Laura May Stewart Trust (contact via the Calisphere record's noted trustee, Marilyn Vonderheide, through Beaumont Library District) | Record-Gazette, Banning CA · recordgazette.net"
img_6f617c49fb8ae29d,"City of Beaumont Fire Dept. GMC Pumper at a Grass Fire, c. 1963-1978",1963,1978,Unclear,"Rule 10: photographer unidentified; plausibly an official City of Beaumont FD photo — if made by city staff, rights would rest with the City of Beaumont. Next action: BLD to check donor records for the Feb. 10, 2009 scan batch (HP psc2400) and confirm whether the print is a department photo.",Photographer unknown — Beaumont Library District local-history project files,Researched,False,
img_6205c940ef544e0b,"Francis Marion Dowling Sr. and Iola (Stower) Dowling, color studio portrait",1965,1979,Permission required,"Unpublished family photograph, photographer unidentified, created well after 1906 (rule 8/6): permission required from the Dowling family (John Dowling) or the donor, via Beaumont Library District. If the portrait studio can be identified, copyright may rest with the photographer's successors.","Dowling family collection, Beaumont Library District",Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_2ffb4cd6b691c887,"Ramona and Frank Torres at a banquet, c. 1970",1965,1975,Permission required,"Unpublished family snapshot (post-1931), photographer unidentified; copyright presumptively with the Torres/Vargas family (Rules 6/8). Next action: contact the Vargas family — honored by SGPHS at its June 12, 2025 reception — via SGPHS or Beaumont Library District for reproduction permission.",Torres/Vargas family (Ramona's Restaurant),Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_cfb583d7492fe063,Beaumont District Library with rear addition,1966,1977,Unclear,Do not infer reuse rights from age; verify against the holding institution or rights statement.,Beaumont Library District collection; halftone from an unidentified printed publication,Researched,True,
img_d92bd24434ee74d1,"Beaumont Presbyterian Church in the Daily Record-Gazette, April 30, 1968",1968,1968,Copyrighted,"Copyrighted — 1968 issue of the Record-Gazette (Banning, CA); named newspaper clipping post-1931 (rule 5). Next action: contact the Record-Gazette for reproduction rights to the page and photograph.","The Daily Record-Gazette (Banning, CA)",Researched,False,"Record-Gazette, Banning CA · recordgazette.net"
img_c45feec31675704d,"Fire Chief Mickey Wright and fireman Hawley McCreary, Beaumont Fire Department (Record-Gazette, 1968)",1968,1968,Copyrighted,"Record-Gazette (Banning, CA) — newspaper photograph published 1968 (post-1931 named newspaper clipping, rights rule 5). Contact the Record-Gazette for reproduction rights.","Record-Gazette (Banning, CA)",Researched,False,"Record-Gazette, Banning CA · recordgazette.net"
img_06355ab9cdf953fb,"Stewart Sunnyslope Cemetery entrance — The Daily Record-Gazette, April 30, 1968",1968,1968,Copyrighted,"Published in The Daily Record-Gazette, April 30, 1968, with an explicit 'Record-Gazette Photo' staff credit — a 1931-or-later newspaper photograph, copyright with the publisher (Rule 5). Contact the Record-Gazette (Banning, CA) for reproduction rights.",The Daily Record-Gazette (Banning) — Record-Gazette photo,Researched,False,"Record-Gazette, Banning CA · recordgazette.net"
